,0,1,2,3,4,5,6,7,8,9
bisa,0.0,0.15966957863105813,0.024239926471192906,0.0,0.018126111270417366,0.0,0.06503955621209752,0.0,0.0,0.043698458295553924
biscione,0.0,0.0,0.0,0.0,0.030524545165720444,0.0,0.0,0.0,0.0,0.0
blok,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bola,0.03132000991459297,0.04970612642969698,0.03018415555809095,0.044779644000820185,0.011285540880244638,0.023546529228335313,0.08098886291871413,0.015195586626599472,0.0945571325287639,0.02720720016228742
bolasport,0.0,0.0,0.08164053716157436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breaking,0.0,0.0380961502356099,0.0,0.0,0.0,0.05414013399003722,0.0,0.0,0.0,0.0
brescia,0.0,0.0,0.0,0.0,0.0,0.0,0.03650907874532523,0.0,0.0,0.0
brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679431136704794
buat,0.0,0.0761923004712198,0.0,0.0,0.0,0.0,0.031036052402176273,0.0,0.0,0.0
buka,0.0,0.0,0.0,0.06055882834116712,0.0,0.0,0.0,0.0,0.0,0.0
bukan,0.0,0.0,0.0,0.06055882834116712,0.0,0.0,0.0,0.0,0.0,0.0
bulan,0.0,0.029632429222796186,0.02699153758712393,0.040043241953879295,0.0,0.04211196350944871,0.0,0.0,0.0,0.0
bumn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262553730245168,0.0
bundar,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bung,0.0,0.0,0.0,0.12111765668233423,0.0,0.0,0.0,0.0,0.0,0.0
buruk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110023393873865,0.0,0.0
capital,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
caputo,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
carlo,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
castellani,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
catatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110023393873865,0.0,0.0
cedera,0.0,0.1344425506332849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cemerlang,0.0,0.0,0.0,0.0,0.0,0.0,0.03650907874532523,0.0,0.0,0.0
champions,0.0,0.0,0.0,0.0,0.02270200432348487,0.0,0.054305756827696255,0.0,0.0,0.10946005730135251
chiesa,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
china,0.10060837858401005,0.026611596438509688,0.024239926471192906,0.07192218950084998,0.0,0.03781892364344426,0.0,0.0,0.0,0.0
city,0.0,0.0,0.0,0.0,0.0,0.0,0.12414420960870509,0.0,0.0,0.12511410475794707
cm,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coba,0.0,0.1666481487366404,0.030359237419450406,0.04503938634834383,0.0,0.0,0.0,0.0,0.0,0.0
collegio,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
com,0.06264001982918593,0.016568708809898997,0.04527623333713643,0.044779644000820185,0.011285540880244638,0.07063958768500594,0.013498143819785688,0.015195586626599472,0.015759522088127316,0.01360360008114371
confirmados,0.07201356585941467,0.0,0.0,0.0,0.0,0.05414013399003722,0.0,0.0,0.0,0.0
cremonese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110023393873865,0.0,0.0
cristiano,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cruyff,0.0,0.0,0.0,0.0,0.0,0.0,0.07301815749065046,0.0,0.0,0.0
cukup,0.0,0.0380961502356099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06255705237897353
dalam,0.0939600297437789,0.06627483523959599,0.0603683111161819,0.06716946600123028,0.022571081760489276,0.11773264614167657,0.026996287639571376,0.030391173253198945,0.03151904417625463,0.02720720016228742
dan,0.06264001982918593,0.06627483523959599,0.1358287000114093,0.08955928800164037,0.05642770440122319,0.047093058456670625,0.1079851505582855,0.06078234650639789,0.07879761044063657,0.06801800040571855
dapat,0.0,0.0,0.0,0.0,0.02270200432348487,0.0,0.0,0.030567455911556813,0.03170186900009405,0.0
dari,0.0,0.0198935631296913,0.01812061552293541,0.02688280315250616,0.0813013093040992,0.028271627624305233,0.06482730291020089,0.07297958225165822,0.0,0.09800066382129477
darul,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679431136704794
datang,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deinze,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dekat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679431136704794
del,0.07201356585941467,0.0380961502356099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delapan,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demikian,0.050304189292005023,0.0,0.024239926471192906,0.03596109475042499,0.0,0.03781892364344426,0.021679852070699175,0.0,0.0,0.0
dengan,0.0,0.0,0.0,0.0,0.06554574988603737,0.03418921015532396,0.03919820804894621,0.02206376572837138,0.18306073303408787,0.11851334968302307
depan,0.08258796786112918,0.021845075950227864,0.019898206258113633,0.029519944355520536,0.0,0.06209001863198064,0.017796678082371026,0.0,0.0,0.017935717283628323
di,0.12528003965837187,0.11598096166929296,0.1207366222323638,0.15672875400287065,0.10156986792220174,0.09418611691334125,0.09448700673849982,0.07597793313299736,0.1103166546168912,0.10882880064914968
dia,0.0,0.0,0.15179618709725204,0.0,0.0,0.0,0.21722302731078502,0.0,0.03170186900009405,0.0
diakuinya,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dianulir,0.0,0.0,0.0,0.0,0.030524545165720444,0.0,0.0,0.0,0.0,0.0
diario,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dibabat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679431136704794
dibagikan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262553730245168,0.0
diberikan,0.0,0.0,0.0,0.0,0.06104909033144089,0.0,0.0,0.0,0.0,0.0
dicabut,0.0,0.0,0.0,0.0,0.05189730422530588,0.0,0.0,0.06987790752883503,0.0,0.0
dicetak,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
didapatkan,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digelar,0.06300336049797424,0.0,0.0,0.0,0.0,0.04736621966258329,0.0,0.0,0.0,0.027365014325338128
dihadapi,0.0,0.0,0.0,0.06055882834116712,0.0,0.0,0.0,0.0,0.0,0.0
dihukum,0.0,0.0,0.0,0.0,0.030524545165720444,0.0,0.0,0.0,0.0,0.0
diinginkan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262553730245168,0.0
dijadwalkan,0.07201356585941467,0.0,0.0,0.051480536743248276,0.0,0.0,0.0,0.0,0.0,0.0
dikapteni,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dikenang,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diketahui,0.06300336049797424,0.0,0.0,0.09007877269668765,0.02270200432348487,0.0,0.0,0.0,0.0,0.0
dikonfirmasi,0.05601450225843571,0.0,0.02699153758712393,0.040043241953879295,0.0,0.04211196350944871,0.0,0.0,0.0,0.0
dikutip,0.0,0.0,0.03470095763252968,0.0,0.0,0.0,0.031036052402176273,0.0,0.0,0.0
dilakukan,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.0,0.03623560097525613,0.0
dimainkanm,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.0,0.0,0.03127852618948677
dimunculkan,0.0,0.0,0.0,0.0,0.0,0.06368743000917626,0.0,0.0,0.0,0.0
dini,0.0,0.0,0.0,0.0,0.040367417305930776,0.0,0.0,0.027176658747394698,0.02818523327433459,0.02432945869257345
dinilai,0.0,0.0,0.0,0.0,0.0,0.0,0.031036052402176273,0.03493895376441752,0.0,0.0
dipapah,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dipastikan,0.0,0.03332962974732808,0.0,0.0,0.0,0.04736621966258329,0.0,0.0,0.0,0.027365014325338128
diperkuat,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dipimpin,0.05601450225843571,0.0,0.02699153758712393,0.040043241953879295,0.0,0.04211196350944871,0.0,0.0,0.0,0.0
diprediksi,0.0,0.08962836708885659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diraih,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679431136704794
disalip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679431136704794
disapa,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disebut,0.0,0.0380961502356099,0.0,0.051480536743248276,0.0,0.0,0.0,0.0,0.0,0.0
diunggah,0.08471273706538389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dokter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262553730245168,0.0
dominan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07358862273409587
dream,0.0,0.0,0.0,0.0,0.0,0.0,0.03650907874532523,0.0,0.0,0.0
dua,0.0,0.06665925949465616,0.0,0.0,0.02270200432348487,0.0,0.0,0.0,0.0634037380001881,0.0
dugaan,0.0,0.0,0.0,0.0,0.030524545165720444,0.0,0.0,0.0,0.0,0.0
dulu,0.0,0.0,0.02699153758712393,0.040043241953879295,0.020183708652965388,0.04211196350944871,0.0,0.0,0.0,0.0
dunia,0.0,0.1481621461139809,0.10796615034849572,0.040043241953879295,0.0,0.04211196350944871,0.0,0.0,0.0,0.0
edisi,0.0,0.0,0.030359237419450406,0.04503938634834383,0.0,0.04736621966258329,0.0,0.0,0.0,0.0
eks,0.0,0.0380961502356099,0.0,0.0,0.0,0.0,0.031036052402176273,0.0,0.0,0.0
eksekutif,0.0,0.0,0.0,0.051480536743248276,0.0,0.05414013399003722,0.0,0.0,0.0,0.0
ekshibisi,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emas,0.05601450225843571,0.0,0.02699153758712393,0.0,0.0,0.0,0.0,0.0,0.02818523327433459,0.02432945869257345
empat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839715568352397
empoli,0.0,0.0,0.0,0.0,0.10379460845061177,0.0,0.0,0.1746947688220876,0.0,0.0
en,0.14402713171882933,0.0,0.0,0.0,0.0,0.10828026798007444,0.0,0.0,0.0,0.0
enam,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3836298357220651,0.0
espanyol,0.0,0.0,0.04082026858078718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
europa,0.0,0.0380961502356099,0.0,0.0,0.0,0.0,0.0,0.06987790752883503,0.0,0.0
exco,0.0,0.0,0.0,0.051480536743248276,0.0,0.05414013399003722,0.0,0.0,0.0,0.0
fans,0.0,0.0,0.03470095763252968,0.0,0.02594865211265294,0.0,0.0,0.0,0.0,0.0
fase,0.0,0.0380961502356099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127852618948677
federal,0.0,0.0,0.0,0.0,0.07784595633795882,0.0,0.0,0.06987790752883503,0.0,0.0
federasi,0.08258796786112918,0.04369015190045573,0.0,0.05903988871104107,0.014879463481249293,0.03104500931599032,0.0,0.02003467788437498,0.041556401395472835,0.0
federico,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
ferdinan,0.0,0.0,0.16328107432314873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferguson,0.0,0.0,0.0,0.0,0.0,0.0,0.14603631498130093,0.0,0.0,0.0
ficg,0.0,0.0,0.0,0.0,0.030524545165720444,0.0,0.0,0.0,0.0,0.0
fifa,0.0,0.0,0.06071847483890081,0.1801575453933753,0.0,0.04736621966258329,0.0,0.0,0.0,0.0
figc,0.0,0.0,0.0,0.0,0.10379460845061177,0.0,0.0,0.10481686129325254,0.0,0.0
figur,0.0,0.0,0.0,0.0,0.0,0.0,0.03650907874532523,0.0,0.0,0.0
filosofi,0.0,0.0,0.0,0.0,0.0,0.0,0.03650907874532523,0.0,0.0,0.0
final,0.0,0.0380961502356099,0.0,0.0,0.0,0.0,0.0,0.03493895376441752,0.0,0.0
finis,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.0,0.0,0.03127852618948677
fit,0.0,0.044814183544428295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fjwezuh,0.07201356585941467,0.0,0.0,0.0,0.0,0.05414013399003722,0.0,0.0,0.0,0.0
football,0.0,0.0,0.0,0.0,0.02270200432348487,0.0,0.0,0.030567455911556813,0.03170186900009405,0.0
formasi,0.0,0.0,0.0,0.0,0.0,0.0,0.03650907874532523,0.0,0.0,0.0
francesco,0.0,0.0,0.0,0.0,0.02594865211265294,0.0,0.0,0.03493895376441752,0.0,0.0
